RANK,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,Type,UID,Population Sum,% of Population,Total
1923,50,28,7,0,0,0,0,A,Attala County,Mississippi,17885,17816,17706,17509,County,Attala County_Mississippi_17885_17816_17706_17509,319764410,96.97%,
1924,50,5,87,0,0,0,0,A,Madison County,Arkansas,16521,16546,16936,17486,County,Madison County_Arkansas_16521_16546_16936_17486,319781896,96.97%,
1925,50,54,65,0,0,0,0,A,Morgan County,West Virginia,17067,17087,17280,17430,County,Morgan County_West Virginia_17067_17087_17280_17430,319799326,96.98%,
1926,50,23,21,0,0,0,0,A,Piscataquis County,Maine,16799,16805,17184,17417,County,Piscataquis County_Maine_16799_16805_17184_17417,319816743,96.98%,
1927,50,13,75,0,0,0,0,A,Cook County,Georgia,17230,17234,17266,17404,County,Cook County_Georgia_17230_17234_17266_17404,319834147,96.99%,
1928,50,32,13,0,0,0,0,A,Humboldt County,Nevada,17288,17276,17591,17272,County,Humboldt County_Nevada_17288_17276_17591_17272,319851419,96.99%,
1929,50,5,47,0,0,0,0,A,Franklin County,Arkansas,17101,17135,17166,17271,County,Franklin County_Arkansas_17101_17135_17166_17271,319868690,97.00%,
1930,50,8,51,0,0,0,0,A,Gunnison County,Colorado,16917,16945,17309,17267,County,Gunnison County_Colorado_16917_16945_17309_17267,319885957,97.00%,
1931,50,5,89,0,0,0,0,A,Marion County,Arkansas,16832,16877,16970,17254,County,Marion County_Arkansas_16832_16877_16970_17254,319903211,97.01%,
1932,50,17,67,0,0,0,0,A,Hancock County,Illinois,17621,17547,17388,17244,County,Hancock County_Illinois_17621_17547_17388_17244,319920455,97.01%,
1933,50,37,15,0,0,0,0,A,Bertie County,North Carolina,17934,17862,17425,17240,County,Bertie County_North Carolina_17934_17862_17425_17240,319937695,97.02%,
1934,50,13,241,0,0,0,0,A,Rabun County,Georgia,16882,16914,17088,17206,County,Rabun County_Georgia_16882_16914_17088_17206,319954901,97.02%,
1935,50,48,395,0,0,0,0,A,Robertson County,Texas,16759,16771,16948,17153,County,Robertson County_Texas_16759_16771_16948_17153,319972054,97.03%,
1936,50,12,29,0,0,0,0,A,Dixie County,Florida,16758,16690,16905,17124,County,Dixie County_Florida_16758_16690_16905_17124,319989178,97.03%,
1937,50,55,103,0,0,0,0,A,Richland County,Wisconsin,17302,17272,17166,17090,County,Richland County_Wisconsin_17302_17272_17166_17090,320006268,97.04%,
1938,50,13,17,0,0,0,0,A,Ben Hill County,Georgia,17195,17168,17152,17069,County,Ben Hill County_Georgia_17195_17168_17152_17069,320023337,97.04%,
1939,50,46,127,0,0,0,0,A,Union County,South Dakota,16813,16853,16868,17063,County,Union County_South Dakota_16813_16853_16868_17063,320040400,97.05%,
1940,50,48,145,0,0,0,0,A,Falls County,Texas,16963,16954,17099,17049,County,Falls County_Texas_16963_16954_17099_17049,320057449,97.06%,
1941,50,19,121,0,0,0,0,A,Madison County,Iowa,16545,16628,16789,17036,County,Madison County_Iowa_16545_16628_16789_17036,320074485,97.06%,
1942,50,55,13,0,0,0,0,A,Burnett County,Wisconsin,16526,16579,16759,17036,County,Burnett County_Wisconsin_16526_16579_16759_17036,320091521,97.07%,
1943,50,19,43,0,0,0,0,A,Clayton County,Iowa,17045,17030,17047,17027,County,Clayton County_Iowa_17045_17030_17047_17027,320108548,97.07%,
1944,50,6,43,0,0,0,1,A,Mariposa County,California,17128,17118,17107,17020,County,Mariposa County_California_17128_17118_17107_17020,320125568,97.08%,
1945,50,51,29,0,0,0,0,A,Buckingham County,Virginia,16830,16826,16940,16982,County,Buckingham County_Virginia_16830_16826_16940_16982,320142550,97.08%,
1946,50,41,1,0,0,0,0,A,Baker County,Oregon,16666,16725,16873,16938,County,Baker County_Oregon_16666_16725_16873_16938,320159488,97.09%,
1947,50,21,161,0,0,0,0,A,Mason County,Kentucky,17121,17130,16965,16930,County,Mason County_Kentucky_17121_17130_16965_16930,320176418,97.09%,
1948,50,5,43,0,0,0,0,A,Drew County,Arkansas,17348,17314,17070,16911,County,Drew County_Arkansas_17348_17314_17070_16911,320193329,97.10%,
1949,50,55,129,0,0,0,0,A,Washburn County,Wisconsin,16622,16613,16760,16911,County,Washburn County_Wisconsin_16622_16613_16760_16911,320210240,97.10%,
1950,50,47,153,0,0,0,0,A,Sequatchie County,Tennessee,15829,15850,16445,16909,County,Sequatchie County_Tennessee_15829_15850_16445_16909,320227149,97.11%,
1951,50,19,171,0,0,0,0,A,Tama County,Iowa,17130,17077,16874,16903,County,Tama County_Iowa_17130_17077_16874_16903,320244052,97.11%,
1952,50,55,65,0,0,0,0,A,Lafayette County,Wisconsin,16608,16613,16816,16877,County,Lafayette County_Wisconsin_16608_16613_16816_16877,320260929,97.12%,
1953,50,8,97,0,0,0,0,A,Pitkin County,Colorado,17358,17354,17350,16876,County,Pitkin County_Colorado_17358_17354_17350_16876,320277805,97.12%,
1954,50,28,17,0,0,0,0,A,Chickasaw County,Mississippi,17103,17078,16973,16812,County,Chickasaw County_Mississippi_17103_17078_16973_16812,320294617,97.13%,
1955,50,37,131,0,0,0,0,A,Northampton County,North Carolina,17474,17435,17093,16779,County,Northampton County_North Carolina_17474_17435_17093_16779,320311396,97.13%,
1956,50,29,53,0,0,0,0,A,Cooper County,Missouri,17108,16648,16672,16772,County,Cooper County_Missouri_17108_16648_16672_16772,320328168,97.14%,
1957,50,17,181,0,0,0,0,A,Union County,Illinois,17243,17182,16937,16767,County,Union County_Illinois_17243_17182_16937_16767,320344935,97.14%,
1958,50,54,41,0,0,0,0,A,Lewis County,West Virginia,17028,17016,16897,16767,County,Lewis County_West Virginia_17028_17016_16897_16767,320361702,97.15%,
1959,50,51,11,0,0,0,0,A,Appomattox County,Virginia,16117,16154,16398,16748,County,Appomattox County_Virginia_16117_16154_16398_16748,320378450,97.15%,
1960,50,17,147,0,0,0,0,A,Piatt County,Illinois,16672,16674,16781,16723,County,Piatt County_Illinois_16672_16674_16781_16723,320395173,97.16%,
1961,50,21,147,0,0,0,1,A,McCreary County,Kentucky,16887,16857,16681,16701,County,McCreary County_Kentucky_16887_16857_16681_16701,320411874,97.16%,
1962,50,48,415,0,0,0,0,A,Scurry County,Texas,16929,16937,16830,16686,County,Scurry County_Texas_16929_16937_16830_16686,320428560,97.17%,
1963,50,18,139,0,0,0,0,A,Rush County,Indiana,16755,16767,16699,16673,County,Rush County_Indiana_16755_16767_16699_16673,320445233,97.17%,
1964,50,5,67,0,0,0,0,A,Jackson County,Arkansas,16760,16755,16780,16624,County,Jackson County_Arkansas_16760_16755_16780_16624,320461857,97.18%,
1965,50,55,7,0,0,0,0,A,Bayfield County,Wisconsin,16213,16233,16304,16608,County,Bayfield County_Wisconsin_16213_16233_16304_16608,320478465,97.18%,
1966,50,5,37,0,0,0,0,A,Cross County,Arkansas,16830,16796,16693,16601,County,Cross County_Arkansas_16830_16796_16693_16601,320495066,97.19%,
1967,50,8,3,0,0,0,0,A,Alamosa County,Colorado,16381,16377,16563,16592,County,Alamosa County_Colorado_16381_16377_16563_16592,320511658,97.19%,
1968,50,38,77,0,0,0,0,A,Richland County,North Dakota,16528,16527,16570,16580,County,Richland County_North Dakota_16528_16527_16570_16580,320528238,97.20%,
1969,50,18,45,0,0,0,0,A,Fountain County,Indiana,16474,16483,16466,16574,County,Fountain County_Indiana_16474_16483_16466_16574,320544812,97.20%,
1970,50,19,83,0,0,0,0,A,Hardin County,Iowa,16873,16820,16719,16567,County,Hardin County_Iowa_16873_16820_16719_16567,320561379,97.21%,
1971,50,17,5,0,0,0,0,A,Bond County,Illinois,16729,16688,16633,16566,County,Bond County_Illinois_16729_16688_16633_16566,320577945,97.21%,
1972,50,5,1,0,0,0,0,A,Arkansas County,Arkansas,17150,17107,16683,16512,County,Arkansas County_Arkansas_17150_17107_16683_16512,320594457,97.22%,
1973,50,4,12,0,0,0,0,A,La Paz County,Arizona,16555,16575,16391,16506,County,La Paz County_Arizona_16555_16575_16391_16506,320610963,97.22%,
1974,50,19,95,0,0,0,0,A,Iowa County,Iowa,16663,16654,16574,16475,County,Iowa County_Iowa_16663_16654_16574_16475,320627438,97.23%,
1975,50,19,41,0,0,0,0,A,Clay County,Iowa,16381,16335,16428,16475,County,Clay County_Iowa_16381_16335_16428_16475,320643913,97.23%,
1976,50,27,65,0,0,0,0,A,Kanabec County,Minnesota,16027,16049,16187,16463,County,Kanabec County_Minnesota_16027_16049_16187_16463,320660376,97.24%,
1977,50,51,71,0,0,0,0,A,Giles County,Virginia,16792,16785,16584,16453,County,Giles County_Virginia_16792_16785_16584_16453,320676829,97.24%,
1978,50,17,45,0,0,0,0,A,Edgar County,Illinois,16868,16796,16589,16433,County,Edgar County_Illinois_16868_16796_16589_16433,320693262,97.25%,
1979,50,18,121,0,0,0,0,A,Parke County,Indiana,16154,16155,16486,16369,County,Parke County_Indiana_16154_16155_16486_16369,320709631,97.25%,
1980,50,17,187,0,0,0,0,A,Warren County,Illinois,16840,16828,16595,16354,County,Warren County_Illinois_16840_16828_16595_16354,320725985,97.26%,
1981,50,54,91,0,0,0,0,A,Taylor County,West Virginia,16701,16684,16483,16342,County,Taylor County_West Virginia_16701_16684_16483_16342,320742327,97.26%,
1982,50,47,181,0,0,0,0,A,Wayne County,Tennessee,16232,16222,16336,16308,County,Wayne County_Tennessee_16232_16222_16336_16308,320758635,97.27%,
1983,50,13,27,0,0,0,0,A,Brooks County,Georgia,16299,16268,16285,16253,County,Brooks County_Georgia_16299_16268_16285_16253,320774888,97.27%,
1984,50,21,203,0,0,0,0,A,Rockcastle County,Kentucky,16042,16064,16151,16242,County,Rockcastle County_Kentucky_16042_16064_16151_16242,320791130,97.28%,
1985,50,42,105,0,0,0,0,A,Potter County,Pennsylvania,16401,16385,16287,16220,County,Potter County_Pennsylvania_16401_16385_16287_16220,320807350,97.28%,
1986,50,48,289,0,0,0,0,A,Leon County,Texas,15717,15731,15985,16209,County,Leon County_Texas_15717_15731_15985_16209,320823559,97.29%,
1987,50,5,75,0,0,0,0,A,Lawrence County,Arkansas,16216,16212,16316,16205,County,Lawrence County_Arkansas_16216_16212_16316_16205,320839764,97.29%,
1988,50,31,131,0,0,0,0,A,Otoe County,Nebraska,15907,15897,16008,16198,County,Otoe County_Nebraska_15907_15897_16008_16198,320855962,97.30%,
1989,50,29,13,0,0,0,0,A,Bates County,Missouri,16032,16045,16084,16177,County,Bates County_Missouri_16032_16045_16084_16177,320872139,97.30%,
1990,50,28,61,0,0,0,0,A,Jasper County,Mississippi,16370,16352,16265,16167,County,Jasper County_Mississippi_16370_16352_16265_16167,320888306,97.31%,
1991,50,45,61,0,0,0,0,A,Lee County,South Carolina,16530,16533,16266,16153,County,Lee County_South Carolina_16530_16533_16266_16153,320904459,97.31%,
1992,50,27,1,0,0,0,0,A,Aitkin County,Minnesota,15703,15718,15945,16126,County,Aitkin County_Minnesota_15703_15718_15945_16126,320920585,97.32%,
1993,50,19,47,0,0,0,0,A,Crawford County,Iowa,16526,16490,16243,16123,County,Crawford County_Iowa_16526_16490_16243_16123,320936708,97.32%,
1994,50,28,51,0,0,0,0,A,Holmes County,Mississippi,17001,16879,16476,16121,County,Holmes County_Mississippi_17001_16879_16476_16121,320952829,97.33%,
1995,50,1,57,0,0,0,0,A,Fayette County,Alabama,16326,16330,16155,16118,County,Fayette County_Alabama_16326_16330_16155_16118,320968947,97.33%,
1996,50,35,53,0,0,0,0,A,Socorro County,New Mexico,16602,16558,16303,16115,County,Socorro County_New Mexico_16602_16558_16303_16115,320985062,97.34%,
1997,50,21,127,0,0,0,0,A,Lawrence County,Kentucky,16293,16303,16268,16109,County,Lawrence County_Kentucky_16293_16303_16268_16109,321001171,97.34%,
1998,50,20,5,0,0,0,0,A,Atchison County,Kansas,16341,16318,16257,16108,County,Atchison County_Kansas_16341_16318_16257_16108,321017279,97.35%,
1999,50,5,141,0,0,0,0,A,Van Buren County,Arkansas,15797,15801,15751,16102,County,Van Buren County_Arkansas_15797_15801_15751_16102,321033381,97.35%,
2000,50,13,83,0,0,0,0,A,Dade County,Georgia,16246,16235,16230,16081,County,Dade County_Georgia_16246_16235_16230_16081,321049462,97.36%,
2001,50,30,41,0,0,0,0,A,Hill County,Montana,16304,16263,16175,16068,County,Hill County_Montana_16304_16263_16175_16068,321065530,97.36%,
2002,50,55,3,0,0,0,0,A,Ashland County,Wisconsin,16033,16018,16054,16039,County,Ashland County_Wisconsin_16033_16018_16054_16039,321081569,97.37%,
2003,50,55,23,0,0,0,0,A,Crawford County,Wisconsin,16115,16084,16082,16007,County,Crawford County_Wisconsin_16115_16084_16082_16007,321097576,97.37%,
2004,50,47,5,0,0,0,0,A,Benton County,Tennessee,15863,15850,15839,16002,County,Benton County_Tennessee_15863_15850_15839_16002,321113578,97.38%,
2005,50,13,159,0,0,0,0,A,Jasper County,Georgia,14595,14666,15259,15951,County,Jasper County_Georgia_14595_14666_15259_15951,321129529,97.38%,
2006,50,51,25,0,0,0,0,A,Brunswick County,Virginia,15850,15824,15979,15921,County,Brunswick County_Virginia_15850_15824_15979_15921,321145450,97.39%,
2007,50,21,45,0,0,0,0,A,Casey County,Kentucky,15946,15924,15951,15920,County,Casey County_Kentucky_15946_15924_15951_15920,321161370,97.39%,
2008,50,40,95,0,0,0,0,A,Marshall County,Oklahoma,15303,15340,15546,15882,County,Marshall County_Oklahoma_15303_15340_15546_15882,321177252,97.39%,
2009,50,17,191,0,0,0,0,A,Wayne County,Illinois,16173,16125,15967,15872,County,Wayne County_Illinois_16173_16125_15967_15872,321193124,97.40%,
2010,50,6,105,0,0,0,1,A,Trinity County,California,16112,16089,16061,15781,County,Trinity County_California_16112_16089_16061_15781,321208905,97.40%,
2011,50,55,77,0,0,0,0,A,Marquette County,Wisconsin,15596,15594,15777,15779,County,Marquette County_Wisconsin_15596_15594_15777_15779,321224684,97.41%,
2012,50,21,103,0,0,0,0,A,Henry County,Kentucky,15682,15697,15704,15771,County,Henry County_Kentucky_15682_15697_15704_15771,321240455,97.41%,
2013,50,8,49,0,0,0,0,A,Grand County,Colorado,15717,15748,15870,15769,County,Grand County_Colorado_15717_15748_15870_15769,321256224,97.42%,
2014,50,40,117,0,0,0,0,A,Pawnee County,Oklahoma,15551,15552,15761,15757,County,Pawnee County_Oklahoma_15551_15552_15761_15757,321271981,97.42%,
2015,50,16,47,0,0,0,0,A,Gooding County,Idaho,15599,15643,15725,15715,County,Gooding County_Idaho_15599_15643_15725_15715,321287696,97.43%,
2016,50,19,101,0,0,0,0,A,Jefferson County,Iowa,15665,15693,15762,15698,County,Jefferson County_Iowa_15665_15693_15762_15698,321303394,97.43%,
2017,50,29,143,0,0,0,0,A,New Madrid County,Missouri,16435,16331,16024,15695,County,New Madrid County_Missouri_16435_16331_16024_15695,321319089,97.44%,
2018,50,5,133,0,0,0,0,A,Sevier County,Arkansas,15844,15779,15709,15686,County,Sevier County_Arkansas_15844_15779_15709_15686,321334775,97.44%,
2019,50,20,139,0,0,0,0,A,Osage County,Kansas,15770,15746,15746,15654,County,Osage County_Kansas_15770_15746_15746_15654,321350429,97.45%,
2020,50,51,63,0,0,0,0,A,Floyd County,Virginia,15475,15469,15509,15619,County,Floyd County_Virginia_15475_15469_15509_15619,321366048,97.45%,
2021,50,20,133,0,0,0,0,A,Neosho County,Kansas,15902,15905,15779,15606,County,Neosho County_Kansas_15902_15905_15779_15606,321381654,97.46%,
2022,50,18,13,0,0,0,0,A,Brown County,Indiana,15475,15482,15573,15570,County,Brown County_Indiana_15475_15482_15573_15570,321397224,97.46%,
2023,50,51,135,0,0,0,0,A,Nottoway County,Virginia,15642,15639,15584,15559,County,Nottoway County_Virginia_15642_15639_15584_15559,321412783,97.47%,
2024,50,17,15,0,0,0,0,A,Carroll County,Illinois,15705,15667,15674,15529,County,Carroll County_Illinois_15705_15667_15674_15529,321428312,97.47%,
2025,50,17,131,0,0,0,0,A,Mercer County,Illinois,15694,15627,15568,15504,County,Mercer County_Illinois_15694_15627_15568_15504,321443816,97.48%,
2026,50,13,221,0,0,0,0,A,Oglethorpe County,Georgia,14824,14867,15142,15469,County,Oglethorpe County_Georgia_14824_14867_15142_15469,321459285,97.48%,
2027,50,12,125,0,0,0,0,A,Union County,Florida,16138,15417,15825,15460,County,Union County_Florida_16138_15417_15825_15460,321474745,97.49%,
2028,50,35,57,0,0,0,0,A,Torrance County,New Mexico,15045,15054,15318,15454,County,Torrance County_New Mexico_15045_15054_15318_15454,321490199,97.49%,
2029,50,18,165,0,0,0,0,A,Vermillion County,Indiana,15447,15409,15440,15451,County,Vermillion County_Indiana_15447_15409_15440_15451,321505650,97.49%,
2030,50,17,159,0,0,0,0,A,Richland County,Illinois,15800,15778,15685,15435,County,Richland County_Illinois_15800_15778_15685_15435,321521085,97.50%,
2031,50,54,1,0,0,0,0,A,Barbour County,West Virginia,15462,15463,15445,15414,County,Barbour County_West Virginia_15462_15463_15445_15414,321536499,97.50%,
2032,50,22,125,0,0,0,0,A,West Feliciana Parish,Louisiana,15307,15250,15481,15381,Parish,West Feliciana Parish_Louisiana_15307_15250_15481_15381,321551880,97.51%,
2033,50,27,127,0,0,0,0,A,Redwood County,Minnesota,15419,15408,15397,15361,County,Redwood County_Minnesota_15419_15408_15397_15361,321567241,97.51%,
2034,50,18,159,0,0,0,0,A,Tipton County,Indiana,15355,15386,15393,15361,County,Tipton County_Indiana_15355_15386_15393_15361,321582602,97.52%,
2035,50,1,29,0,0,0,0,A,Cleburne County,Alabama,15057,15063,15148,15346,County,Cleburne County_Alabama_15057_15063_15148_15346,321597948,97.52%,
2036,50,51,77,0,0,0,0,A,Grayson County,Virginia,15335,15278,15330,15343,County,Grayson County_Virginia_15335_15278_15330_15343,321613291,97.53%,
2037,50,19,67,0,0,0,0,A,Floyd County,Iowa,15627,15590,15449,15337,County,Floyd County_Iowa_15627_15590_15449_15337,321628628,97.53%,
2038,50,13,163,0,0,0,0,A,Jefferson County,Georgia,15714,15678,15494,15314,County,Jefferson County_Georgia_15714_15678_15494_15314,321643942,97.54%,
2039,50,12,45,0,0,0,0,A,Gulf County,Florida,14200,14264,14452,15314,County,Gulf County_Florida_14200_14264_14452_15314,321659256,97.54%,
2040,50,17,39,0,0,0,0,A,De Witt County,Illinois,15510,15450,15379,15310,County,De Witt County_Illinois_15510_15450_15379_15310,321674566,97.55%,
2041,50,5,107,0,0,0,0,A,Phillips County,Arkansas,16576,16443,15822,15304,County,Phillips County_Arkansas_16576_16443_15822_15304,321689870,97.55%,
2042,50,40,73,0,0,0,0,A,Kingfisher County,Oklahoma,15187,15174,15253,15293,County,Kingfisher County_Oklahoma_15187_15174_15253_15293,321705163,97.55%,
2043,50,27,135,0,0,0,0,A,Roseau County,Minnesota,15323,15293,15260,15292,County,Roseau County_Minnesota_15323_15293_15260_15292,321720455,97.56%,
2044,50,21,69,0,0,0,0,A,Fleming County,Kentucky,15086,15098,15268,15288,County,Fleming County_Kentucky_15086_15098_15268_15288,321735743,97.56%,
2045,50,46,27,0,0,0,0,A,Clay County,South Dakota,14966,14996,15155,15280,County,Clay County_South Dakota_14966_14996_15155_15280,321751023,97.57%,
2046,50,28,23,0,0,0,0,A,Clarke County,Mississippi,15615,15546,15457,15271,County,Clarke County_Mississippi_15615_15546_15457_15271,321766294,97.57%,
2047,50,51,43,0,0,0,0,A,Clarke County,Virginia,14787,14813,14916,15266,County,Clarke County_Virginia_14787_14813_14916_15266,321781560,97.58%,
2048,50,17,23,0,0,0,0,A,Clark County,Illinois,15457,15423,15354,15229,County,Clark County_Illinois_15457_15423_15354_15229,321796789,97.58%,
2049,50,29,135,0,0,0,0,A,Moniteau County,Missouri,15477,15213,15284,15220,County,Moniteau County_Missouri_15477_15213_15284_15220,321812009,97.59%,
2050,50,26,113,0,0,0,0,A,Missaukee County,Michigan,15048,15057,15164,15213,County,Missaukee County_Michigan_15048_15057_15164_15213,321827222,97.59%,
2051,50,16,41,0,0,0,0,A,Franklin County,Idaho,14196,14284,14676,15189,County,Franklin County_Idaho_14196_14284_14676_15189,321842411,97.60%,
2052,50,21,123,0,0,0,0,A,Larue County,Kentucky,14869,14877,15024,15163,County,Larue County_Kentucky_14869_14877_15024_15163,321857574,97.60%,
2053,50,19,145,0,0,0,0,A,Page County,Iowa,15213,15196,15215,15143,County,Page County_Iowa_15213_15196_15215_15143,321872717,97.61%,
2054,50,48,239,0,0,0,0,A,Jackson County,Texas,14987,14992,15097,15142,County,Jackson County_Texas_14987_14992_15097_15142,321887859,97.61%,
2055,50,1,129,0,0,0,0,A,Washington County,Alabama,15388,15327,15234,15122,County,Washington County_Alabama_15388_15327_15234_15122,321902981,97.61%,
2056,50,37,121,0,0,0,0,A,Mitchell County,North Carolina,14906,14906,14982,15094,County,Mitchell County_North Carolina_14906_14906_14982_15094,321918075,97.62%,
